Ticker,P/E Ratio,P/B Ratio,ROE,ROA,Earnings Growth,Revenue Growth,Debt-to-Equity
ULTRACEMCO.NS,52.833855,5.4596753,0.11017,0.05631,-0.36,-0.024,27.025
