Ticker,P/E Ratio,P/B Ratio,ROE,ROA,Earnings Growth,Revenue Growth,Debt-to-Equity
AMBUJACEM.NS,28.658262,2.7119083,0.077259995,0.03824,-0.505,0.012,1.301
