Ticker,P/E Ratio,P/B Ratio,ROE,ROA,Earnings Growth,Revenue Growth,Debt-to-Equity
ASIANPAINT.NS,48.83582,12.364978,0.25827,0.12689,-0.424,-0.056,13.467
