Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Daily Return,SMA_50,SMA_200,RSI,MACD,MACD_Signal,Upper_Band,Middle_Band,Lower_Band,ATR,ADX,Stochastic_%K,Stochastic_%D,Williams_%R,OBV,Support_Level,Resistance_Level
2005-01-03,166.9324951171875,169.58749389648438,166.9324951171875,169.15750122070312,122.42344665527344,4734168,TCS.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4734168.0,0.0,0.0
2005-01-04,168.75,169.25,166.64500427246094,167.65750122070312,121.33778381347656,4979104,TCS.NS,-0.008868095707629808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244936.0,0.0,0.0
2005-01-05,167.52499389648438,167.52499389648438,160.03750610351562,165.625,119.8667984008789,9604320,TCS.NS,-0.012123061476537966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9849256.0,0.0,0.0
2005-01-06,165.0,168.25,161.5625,165.0574951171875,119.45610809326172,8006888,TCS.NS,-0.0034262223826457827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17856144.0,0.0,0.0
2005-01-07,166.25,168.125,164.08250427246094,167.4949951171875,121.22015380859376,7623136,TCS.NS,0.014767312810449296,0.0,0.0,0.0,0.0,0.0,123.00742970955466,120.86085815429688,118.7142865990391,0.0,0.0,0.0,0.0,0.0,-10233008.0,0.0,0.0
2005-01-10,168.58250427246094,169.9250030517578,165.25,165.9324951171875,120.08932495117188,7521568,TCS.NS,-0.009328719869531432,0.0,0.0,0.0,0.0,0.0,121.89700889950572,120.39403381347657,118.89105872744742,0.0,0.0,0.0,0.0,0.0,-17754576.0,0.0,0.0
2005-01-11,166.25,166.91250610351562,162.625,164.22000122070312,118.84996795654295,7986376,TCS.NS,-0.010320292791493713,0.0,0.0,0.0,0.0,0.0,121.46600494168044,119.89647064208984,118.32693634249924,0.0,0.0,0.0,0.0,0.0,-25740952.0,0.0,0.0
2005-01-12,165.7449951171875,170.9949951171875,160.83749389648438,162.25750732421875,117.42967224121094,20720032,TCS.NS,-0.011950324764507636,0.0,0.0,0.0,0.0,0.0,121.93500574587513,119.40904541015625,116.88308507443737,0.0,0.0,0.0,0.0,0.0,-46460984.0,0.0,0.0
2005-01-13,163.75,167.33749389648438,159.375,161.6125030517578,116.962890625,27757952,TCS.NS,-0.003974988666000212,0.0,0.0,0.0,0.0,0.0,122.09961199927099,118.9104019165039,115.72119183373681,0.0,0.0,-402.9672533767639,-409.3213649679037,0.0,-74218936.0,0.0,0.0
2005-01-14,163.08749389648438,164.7375030517578,159.625,162.0500030517578,117.2795181274414,15757776,TCS.NS,0.002707076584286483,0.0,0.0,0.0,0.0,0.0,120.47734291620775,118.12227478027344,115.76720664433914,0.0,0.0,-384.8691897266312,-401.27176021578003,0.0,-58461160.0,0.0,0.0
