Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Daily Return,SMA_50,SMA_200,RSI,MACD,MACD_Signal,Upper_Band,Middle_Band,Lower_Band,ATR,ADX,Stochastic_%K,Stochastic_%D,Williams_%R,OBV,Support_Level,Resistance_Level
2005-01-03,32.0099983215332,32.5,31.86000061035156,31.90999984741211,25.575475692749023,172730,ASIANPAINT.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172730.0,0.0,0.0
2005-01-04,32.20000076293945,32.4900016784668,32.0,32.404998779296875,25.97220993041992,322400,ASIANPAINT.NS,0.015512291635825681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495130.0,0.0,0.0
2005-01-05,32.404998779296875,32.494998931884766,32.0,32.185001373291016,25.795883178710938,305000,ASIANPAINT.NS,-0.006789054615735979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190130.0,0.0,0.0
2005-01-06,32.70000076293945,32.70000076293945,30.2549991607666,30.94499969482422,24.80203628540039,389850,ASIANPAINT.NS,-0.0385273450970951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-199720.0,0.0,0.0
2005-01-07,31.0,32.20000076293945,30.90999984741211,32.005001068115234,25.651609420776367,176210,ASIANPAINT.NS,0.03425416871420661,0.0,0.0,0.0,0.0,0.0,26.363779708991757,25.559442901611327,24.755106094230896,0.0,0.0,0.0,0.0,0.0,-23510.0,0.0,0.0
2005-01-10,32.29999923706055,32.400001525878906,31.704999923706055,32.18000030517578,25.7918758392334,173630,ASIANPAINT.NS,0.00546813325262252,0.0,0.0,0.0,0.0,0.0,26.42884608882282,25.602722930908204,24.77659977299359,0.0,0.0,0.0,0.0,0.0,150120.0,0.0,0.0
2005-01-11,31.809999465942383,32.19499969482422,31.80500030517578,32.029998779296875,25.67165756225586,243220,ASIANPAINT.NS,-0.004661090869345297,0.0,0.0,0.0,0.0,0.0,26.292686765830304,25.54261245727539,24.792538148720475,0.0,0.0,0.0,0.0,0.0,-93100.0,0.0,0.0
2005-01-12,32.0,32.0,31.200000762939453,31.690000534057617,25.399152755737305,142800,ASIANPAINT.NS,-0.010615006290797924,0.0,0.0,0.0,0.0,0.0,26.17219229680474,25.463266372680664,24.754340448556587,0.0,0.0,0.0,0.0,0.0,-235900.0,0.0,0.0
2005-01-13,30.700000762939453,31.8799991607666,30.700000762939453,31.665000915527344,25.379112243652344,193680,ASIANPAINT.NS,-0.00078902285748228,0.0,0.0,0.0,0.0,0.0,25.902994147075297,25.578681564331056,25.254368981586815,0.0,0.0,-233.01796930133386,-202.88123598654593,0.0,-429580.0,0.0,0.0
2005-01-14,31.5,32.04999923706055,31.010000228881836,31.940000534057617,25.599519729614254,89360,ASIANPAINT.NS,0.008684601882283705,0.0,0.0,0.0,0.0,0.0,25.885812241411834,25.568263626098634,25.250715010785434,0.0,0.0,-270.54148602692084,-231.03107595285064,0.0,-340220.0,0.0,0.0
2005-01-17,31.43000030517578,32.0,31.43000030517578,31.885000228881836,25.55543327331543,90720,ASIANPAINT.NS,-0.0017221595078529273,0.0,0.0,0.0,0.0,0.0,25.74905857580266,25.52097511291504,25.292891650027418,0.0,0.0,-319.0466452871187,-274.2020335384578,0.0,-430940.0,0.0,0.0
2005-01-18,31.309999465942383,32.0,31.299999237060547,31.815000534057617,25.49932861328125,430170,ASIANPAINT.NS,-0.0021954102454120328,0.0,0.0,0.0,0.0,0.0,25.658210224992228,25.486509323120117,25.314808421248006,0.0,0.0,-343.12734783028446,-310.9051597147747,0.0,-861110.0,0.0,0.0
