Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Daily Return,SMA_50,SMA_200,RSI,MACD,MACD_Signal,Upper_Band,Middle_Band,Lower_Band,ATR,ADX,Stochastic_%K,Stochastic_%D,Williams_%R,OBV,Support_Level,Resistance_Level
2005-01-03,38.51644515991211,38.91632080078125,38.11656951904297,38.83420181274414,30.281232833862305,96188867,RELIANCE.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96188867.0,0.0,0.0
2005-01-04,39.27334976196289,39.27334976196289,37.81666564941406,37.93448638916016,29.57967758178711,73639782,RELIANCE.NS,-0.023167988434429687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22549085.0,0.0,0.0
2005-01-05,37.55960464477539,38.09157943725586,36.85625457763672,37.84165573120117,29.507295608520508,112450407,RELIANCE.NS,-0.002447016978682992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89901322.0,0.0,0.0
2005-01-06,37.702415466308594,38.30936813354492,37.29182815551758,37.57388687133789,29.298500061035156,91978134,RELIANCE.NS,-0.007076065196061521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181879456.0,0.0,0.0
2005-01-07,38.2022590637207,39.10911560058594,37.670284271240234,38.71995162963867,30.1921443939209,108134977,RELIANCE.NS,0.030501368023075903,0.0,0.0,0.0,0.0,0.0,30.5551461976625,29.771770095825197,28.988393993987895,0.0,0.0,0.0,0.0,0.0,-73744479.0,0.0,0.0
2005-01-10,38.92702865600586,39.12339782714844,37.92377471923828,38.141563415527344,29.741147994995117,74712197,RELIANCE.NS,-0.014937541137905685,0.0,0.0,0.0,0.0,0.0,30.263849621051456,29.66375312805176,29.063656635052062,0.0,0.0,0.0,0.0,0.0,-148456676.0,0.0,0.0
2005-01-11,38.2022590637207,38.2022590637207,37.3525276184082,37.541751861572266,29.2734375,59161157,RELIANCE.NS,-0.015726040402805674,0.0,0.0,0.0,0.0,0.0,30.281719802714683,29.602505111694335,28.923290420673986,0.0,0.0,0.0,0.0,0.0,-207617833.0,0.0,0.0
2005-01-12,37.77382278442383,37.8452262878418,36.78127670288086,37.00263595581055,28.85305976867676,104515537,RELIANCE.NS,-0.014360381534394007,0.0,0.0,0.0,0.0,0.0,30.385403777738833,29.471657943725585,28.557912109712337,0.0,0.0,0.0,0.0,0.0,-312133370.0,0.0,0.0
2005-01-13,37.48819732666016,37.541751861572266,37.0240592956543,37.1383056640625,28.95884704589844,79849238,RELIANCE.NS,0.0036664145178988417,0.0,0.0,0.0,0.0,0.0,30.405159451996806,29.403727340698243,28.40229522939968,0.0,0.0,-335.65356229022717,-319.8708211811092,0.0,-232284132.0,0.0,0.0
2005-01-14,37.39179992675781,37.39179992675781,36.49565124511719,36.69559097290039,28.613636016845703,70329448,RELIANCE.NS,-0.011920744928332061,0.0,0.0,0.0,0.0,0.0,29.866685001753186,29.088025665283205,28.309366328813223,0.0,0.0,-324.149454531152,-327.4162919644369,0.0,-302613580.0,0.0,0.0
2005-01-17,36.77413558959961,36.98835372924805,36.01723098754883,36.52778625488281,28.48279571533203,70620236,RELIANCE.NS,-0.0045726555491459875,0.0,0.0,0.0,0.0,0.0,29.388393161410693,28.836355209350586,28.28431725729048,0.0,0.0,-326.2544997939287,-328.68583887176936,0.0,-373233816.0,0.0,0.0
2005-01-18,36.638465881347656,37.30253982543945,36.33498764038086,36.47780227661133,28.443819046020508,89287341,RELIANCE.NS,-0.0013684284963130233,0.0,0.0,0.0,0.0,0.0,29.0767050525484,28.670431518554686,28.26415798456097,0.0,0.0,-353.02529406180565,-334.47641612896217,0.0,-462521157.0,0.0,0.0
2005-01-19,36.702728271484375,37.01691818237305,36.50279235839844,36.68130874633789,28.602500915527344,45571602,RELIANCE.NS,0.00557878213365437,0.0,0.0,0.0,0.0,0.0,28.983668915350464,28.620319747924803,28.256970580499143,0.0,0.0,-415.16236541080997,-364.81405308884814,0.0,-416949555.0,0.0,0.0
2005-01-20,36.42424774169922,36.77413558959961,36.002952575683594,36.52421569824219,28.48001289367676,51300805,RELIANCE.NS,-0.004282423491999143,0.0,0.0,0.0,0.0,0.0,28.663857259536496,28.52455291748047,28.385248575424445,0.0,0.0,-480.77799032787243,-416.3218832668294,-330.03137703177936,-468250360.0,0.0,0.0
