Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Daily Return,SMA_50,SMA_200,RSI,MACD,MACD_Signal,Upper_Band,Middle_Band,Lower_Band,ATR,ADX,Stochastic_%K,Stochastic_%D,Williams_%R,OBV,Support_Level,Resistance_Level
2005-01-03,54.0,54.529998779296875,53.68000030517578,54.400001525878906,36.72848129272461,3014100,AMBUJACEM.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014100.0,0.0,0.0
2005-01-04,54.650001525878906,57.119998931884766,54.40999984741211,56.880001068115234,38.402862548828125,7424602,AMBUJACEM.NS,0.04558808851252949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10438702.0,0.0,0.0
2005-01-05,56.79999923706055,58.720001220703125,54.06999969482422,56.75,38.31509780883789,14530800,AMBUJACEM.NS,-0.0022853697397855477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4092098.0,0.0,0.0
2005-01-06,56.33000183105469,57.529998779296875,54.93000030517578,55.59000015258789,37.53191375732422,9364387,AMBUJACEM.NS,-0.02044061209033432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13456485.0,0.0,0.0
2005-01-07,56.0,57.20000076293945,56.0,56.970001220703125,38.4636344909668,8263140,AMBUJACEM.NS,0.02482475952776997,0.0,0.0,0.0,0.0,0.0,39.23007791250643,37.888397979736325,36.54671804696622,0.0,0.0,0.0,0.0,0.0,-5193345.0,0.0,0.0
2005-01-10,57.06999969482422,57.9900016784668,49.709999084472656,55.709999084472656,37.61294174194336,7324987,AMBUJACEM.NS,-0.022116806180217385,0.0,0.0,0.0,0.0,0.0,38.87727364743356,38.06529006958008,37.2533064917266,0.0,0.0,0.0,0.0,0.0,-12518332.0,0.0,0.0
2005-01-11,55.869998931884766,56.20000076293945,53.68000030517578,53.95000076293945,36.42466354370117,9360495,AMBUJACEM.NS,-0.03159226966066053,0.0,0.0,0.0,0.0,0.0,39.11718406678483,37.66965026855469,36.22211647032455,0.0,0.0,0.0,0.0,0.0,-21878827.0,0.0,0.0
2005-01-12,54.38999938964844,55.70000076293945,52.959999084472656,53.630001068115234,36.208614349365234,11135775,AMBUJACEM.NS,-0.0059313984898372585,0.0,0.0,0.0,0.0,0.0,38.909620933390535,37.24835357666016,35.58708621992978,0.0,0.0,0.0,0.0,0.0,-33014602.0,0.0,0.0
2005-01-13,54.27000045776367,57.33000183105469,53.79999923706055,56.630001068115234,38.23408126831055,12710782,AMBUJACEM.NS,0.0559388133277412,0.0,0.0,0.0,0.0,0.0,39.23104795104793,37.38878707885742,35.54652620666691,0.0,0.0,-149.7030396000391,-164.1675829498083,0.0,-20303820.0,0.0,0.0
2005-01-14,57.709999084472656,58.52000045776367,56.04999923706055,56.72999954223633,38.30159378051758,14570137,AMBUJACEM.NS,0.001765767869071011,0.0,0.0,0.0,0.0,0.0,39.126141424427956,37.35637893676758,35.5866164491072,0.0,0.0,-143.71731532691607,-147.22608017001767,0.0,-5733683.0,0.0,0.0
2005-01-17,57.33000183105469,58.27000045776367,55.810001373291016,57.93000030517578,39.111785888671875,11143590,AMBUJACEM.NS,0.021152960704377,0.0,0.0,0.0,0.0,0.0,39.93323299367449,37.65614776611328,35.37906253855207,0.0,0.0,-172.38677202992446,-155.2690423189599,0.0,5409907.0,0.0,0.0
2005-01-18,58.4900016784668,59.22999954223633,58.27000045776367,58.849998474121094,39.732933044433594,11970187,AMBUJACEM.NS,0.015881329416400414,0.0,0.0,0.0,0.0,0.0,40.69922152865658,38.31780166625977,35.93638180386296,0.0,0.0,-196.50676463994046,-170.870283998927,0.0,17380094.0,0.0,0.0
