Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Daily Return,SMA_50,SMA_200,RSI,MACD,MACD_Signal,Upper_Band,Middle_Band,Lower_Band,ATR,ADX,Stochastic_%K,Stochastic_%D,Williams_%R,OBV,Support_Level,Resistance_Level
2005-01-03,73.33333587646484,74.0,72.54166412353516,73.75,37.77215194702149,12163233,NTPC.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12163233.0,0.0,0.0
2005-01-04,73.875,74.70833587646484,73.04166412353516,74.0,37.90020751953125,13687440,NTPC.NS,0.0033902111981696237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25850673.0,0.0,0.0
2005-01-05,73.70833587646484,74.25,68.54166412353516,70.70833587646484,36.21432876586914,17104466,NTPC.NS,-0.04448204545564349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8746207.0,0.0,0.0
2005-01-06,70.625,70.625,68.0,68.91666412353516,35.29668045043945,22095028,NTPC.NS,-0.02533937109154827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13348821.0,0.0,0.0
2005-01-07,69.91666412353516,69.95833587646484,69.0,69.45833587646484,35.57411575317383,9361992,NTPC.NS,0.007860096167511488,0.0,0.0,0.0,0.0,0.0,38.73370488059125,36.55149688720703,34.36928889382281,0.0,0.0,0.0,0.0,0.0,-3986829.0,0.0,0.0
2005-01-10,73.33333587646484,73.33333587646484,69.25,69.54166412353516,35.616798400878906,8200237,NTPC.NS,0.0011998231523511205,0.0,0.0,0.0,0.0,0.0,37.998103969615244,36.120426177978516,34.24274838634179,0.0,0.0,0.0,0.0,0.0,4213408.0,0.0,0.0
2005-01-11,69.58333587646484,69.83333587646484,67.95833587646484,68.16666412353516,34.91256332397461,9977935,NTPC.NS,-0.019772554202595605,0.0,0.0,0.0,0.0,0.0,36.37762529278108,35.52289733886719,34.668169384953295,0.0,0.0,0.0,0.0,0.0,-5764527.0,0.0,0.0
2005-01-12,67.5,68.75,65.0,65.875,33.738861083984375,17880980,NTPC.NS,-0.033618334726635446,0.0,0.0,0.0,0.0,0.0,36.41122557062363,35.02780380249023,33.64438203435684,0.0,0.0,0.0,0.0,0.0,-23645507.0,0.0,0.0
2005-01-13,66.91666412353516,68.75,66.33333587646484,68.16666412353516,34.91256332397461,13217640,NTPC.NS,0.034787844114494426,0.0,0.0,0.0,0.0,0.0,36.30856536780003,34.95098037719727,33.59339538659451,0.0,0.0,-420.4712389224706,-459.5375464776132,0.0,-10427867.0,0.0,0.0
2005-01-14,68.625,68.83333587646484,67.16666412353516,67.625,34.63513946533203,12506623,NTPC.NS,-0.007946247202423873,0.0,0.0,0.0,0.0,0.0,35.976088660517654,34.76318511962891,33.55028157874016,0.0,0.0,-366.85363255199195,-416.118885974821,0.0,-22934490.0,0.0,0.0
2005-01-17,68.33333587646484,68.41666412353516,65.91666412353516,67.70833587646484,34.677818298339844,11141163,NTPC.NS,0.0012322408301699284,0.0,0.0,0.0,0.0,0.0,35.44312817650965,34.5753890991211,33.70765002173254,0.0,0.0,-450.9274995118917,-412.7507903287847,0.0,-11793327.0,0.0,0.0
2005-01-18,67.91666412353516,68.41666412353516,67.5,67.79166412353516,34.72050857543945,7756406,NTPC.NS,0.0012310542933333668,0.0,0.0,0.0,0.0,0.0,35.35732445787164,34.53697814941406,33.71663184095648,0.0,0.0,-593.87754028677,-470.5528907835512,0.0,-4036921.0,0.0,0.0
2005-01-19,67.5,68.375,66.25,66.5,34.058956146240234,10792112,NTPC.NS,-0.019053650316262605,0.0,0.0,0.0,0.0,0.0,35.17526685311519,34.60099716186524,34.026727470615285,0.0,0.0,-836.5055914655153,-627.1035437547257,0.0,-14829033.0,0.0,0.0
2005-01-20,66.66666412353516,66.66666412353516,64.58333587646484,65.20833587646484,33.39741134643555,10544514,NTPC.NS,-0.019423519527850153,0.0,0.0,0.0,0.0,0.0,35.31958913752459,34.29796676635742,33.27634439519025,0.0,0.0,-871.982693512145,-767.4552750881435,-408.00913116078317,-25373547.0,0.0,0.0
