Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,29.131263732910156,31.750015258789062,29.043764114379883,31.306264877319336,17.47745704650879,17689215
2005-01-04,31.750015258789062,33.22501754760742,30.887514114379883,31.23751449584961,17.43907356262207,18318510
2005-01-05,31.250015258789062,31.55001449584961,27.75001335144043,29.20626449584961,16.30508804321289,16489631
2005-01-06,29.36251449584961,29.36251449584961,28.00001335144043,28.556264877319336,15.942201614379883,11780330
2005-01-07,28.75001335144043,29.556264877319336,28.12501335144043,29.34376335144043,16.38184356689453,10404194
2005-01-10,29.75001335144043,29.762514114379883,28.50001335144043,28.75001335144043,16.050373077392578,8281803
2005-01-11,28.887514114379883,29.23751449584961,27.912513732910156,28.09376335144043,15.684000968933105,9248243
2005-01-12,27.50001335144043,28.42501449584961,26.956262588500977,27.275012969970703,15.226916313171387,6332796
2005-01-13,27.50001335144043,28.64376449584961,27.50001335144043,28.23751449584961,15.764256477355957,8632755
2005-01-14,28.37501335144043,28.37501335144043,27.193763732910156,27.29376220703125,15.237382888793945,8092203
2005-01-17,27.50001335144043,27.56251335144043,25.862512588500977,26.65626335144043,14.881482124328613,8091651
2005-01-18,26.62501335144043,27.71876335144043,26.51251220703125,26.962512969970703,15.05245590209961,36795285
2005-01-19,27.37501335144043,27.37501335144043,26.18751335144043,26.362512588500977,14.717490196228027,11028650
2005-01-20,26.43751335144043,26.43751335144043,25.27501106262207,25.82501220703125,14.417418479919434,6175244
2005-01-24,25.750011444091797,26.31251335144043,25.750011444091797,26.068763732910156,14.553503036499023,4849957
2005-01-25,26.00001335144043,27.00001335144043,25.643762588500977,26.87501335144043,15.003602027893066,8371203
2005-01-27,27.12501335144043,27.537513732910156,26.82501220703125,27.350013732910156,15.268790245056152,11654986
2005-01-28,27.487512588500977,27.925012588500977,27.350013732910156,27.550012588500977,15.380441665649414,17066687
2005-01-31,27.87501335144043,29.12501335144043,27.81251335144043,28.818763732910156,16.088756561279297,20514133
2005-02-01,29.87501335144043,33.75001525878906,28.762514114379883,29.87501335144043,16.67842674255371,31989792
2005-02-02,30.625015258789062,30.625015258789062,29.37501335144043,29.481264114379883,16.458608627319336,15515392
2005-02-03,29.75001335144043,30.17501449584961,29.50001335144043,29.84376335144043,16.660982131958008,17495663
2005-02-04,28.200014114379883,30.250015258789062,28.200014114379883,29.493764877319336,16.465585708618164,13920689
2005-02-07,29.87501335144043,30.05001449584961,29.01876449584961,29.168764114379883,16.28414535522461,16219967
2005-02-08,29.18751335144043,30.325014114379883,28.818763732910156,29.981264114379883,16.737741470336914,17797159
2005-02-09,30.375015258789062,30.73751449584961,30.025014877319336,30.418764114379883,16.98198699951172,22274948
2005-02-10,30.437515258789062,31.306264877319336,30.26876449584961,30.718765258789062,17.14946746826172,19752646
2005-02-11,30.750015258789062,31.125015258789062,30.44376564025879,30.781265258789062,17.18436622619629,7030372
2005-02-14,31.250015258789062,31.587514877319336,30.437515258789062,31.41251564025879,17.536775588989258,23175020
2005-02-15,31.625015258789062,31.625015258789062,30.887514114379883,31.16251564025879,17.3972110748291,15066424
2005-02-16,31.250015258789062,31.66251564025879,30.125015258789062,30.51876449584961,17.037818908691406,26922906
2005-02-17,30.60001564025879,30.60001564025879,29.662513732910156,30.243764877319336,16.884292602539062,15026544
2005-02-18,30.375015258789062,30.42501449584961,29.212514877319336,29.48751449584961,16.46209716796875,25165107
2005-02-21,29.75001335144043,29.75001335144043,28.87501335144043,29.03126335144043,16.207386016845703,7932156
2005-02-22,29.03126335144043,30.000015258789062,29.03126335144043,29.84376335144043,16.660982131958008,13157585
2005-02-23,29.975013732910156,30.250015258789062,29.637514114379883,29.775014877319336,16.622602462768555,7826932
2005-02-24,29.96876335144043,30.062515258789062,29.12501335144043,29.262514114379883,16.336488723754883,17783287
2005-02-25,30.625015258789062,32.42501449584961,29.73751449584961,30.250015258789062,16.887784957885742,42034114
2005-02-28,30.42501449584961,30.42501449584961,29.37501335144043,30.168764114379883,16.842416763305664,17795847
2005-03-01,30.375015258789062,30.375015258789062,29.12501335144043,29.868764877319336,16.674938201904297,10424882
2005-03-02,29.98751449584961,30.200014114379883,29.65626335144043,30.062515258789062,16.783105850219727,8828395
2005-03-03,30.375015258789062,30.67501449584961,30.000015258789062,30.543764114379883,17.051774978637695,15609224
