0.049247,0.084136,0.053242,0.051201,0.050930,0.078654,0.097241,0.105502,0.053430,0.077434,0.078257,0.061265,0.051250,0.053997,0.054215
0.049282,0.083812,0.053404,0.051168,0.051077,0.078927,0.096301,0.106291,0.053611,0.074764,0.077621,0.061170,0.051650,0.055876,0.055045
0.049164,0.082925,0.053667,0.051748,0.051289,0.077684,0.094700,0.105613,0.052942,0.074060,0.082082,0.060702,0.052019,0.055681,0.055724
0.049123,0.082237,0.053716,0.051811,0.051409,0.075016,0.093939,0.105548,0.052511,0.074464,0.084065,0.060443,0.053312,0.055804,0.056604
0.049202,0.083436,0.053634,0.051712,0.051469,0.071921,0.095107,0.107116,0.052188,0.071758,0.085029,0.060957,0.053464,0.055966,0.057041
0.049350,0.084486,0.053893,0.052030,0.051632,0.070505,0.097288,0.107932,0.053008,0.068409,0.084197,0.061398,0.053634,0.054896,0.057342
0.049429,0.085274,0.054571,0.052142,0.051938,0.068899,0.098562,0.107496,0.054270,0.065241,0.084133,0.061646,0.053725,0.055355,0.057319
0.049381,0.083832,0.054726,0.051671,0.052659,0.069032,0.097844,0.107395,0.054951,0.061620,0.084898,0.061299,0.052941,0.057801,0.059950
0.049183,0.083340,0.054268,0.051482,0.052206,0.068490,0.094461,0.107223,0.054273,0.066907,0.084868,0.060921,0.052199,0.060205,0.059975
0.049111,0.083641,0.054279,0.051183,0.051694,0.069077,0.090589,0.107392,0.054150,0.073491,0.083313,0.060961,0.051599,0.060981,0.058540
0.048920,0.082500,0.053712,0.050526,0.050953,0.069739,0.090287,0.104801,0.053924,0.081067,0.084056,0.060582,0.052509,0.060000,0.056425
0.049560,0.087827,0.054175,0.050683,0.051184,0.067894,0.087457,0.106306,0.053907,0.080441,0.081195,0.062708,0.052791,0.058497,0.055375
0.049547,0.086864,0.055049,0.050870,0.051198,0.068982,0.096846,0.103861,0.054464,0.078767,0.077042,0.062404,0.052055,0.057763,0.054287
0.049125,0.084678,0.054771,0.050854,0.051134,0.068813,0.099311,0.100984,0.054342,0.081682,0.073659,0.061688,0.052228,0.058841,0.057890
0.048901,0.083433,0.054388,0.051033,0.051154,0.067792,0.100639,0.099525,0.055622,0.080382,0.076960,0.061407,0.052278,0.058042,0.058444
0.048945,0.084498,0.054039,0.051451,0.050991,0.068986,0.100265,0.099813,0.055704,0.076239,0.076615,0.061867,0.054526,0.058220,0.057842
0.048940,0.084370,0.053528,0.051226,0.050670,0.068673,0.097820,0.101253,0.056995,0.070956,0.077603,0.061986,0.058559,0.059136,0.058285
0.049162,0.085329,0.053555,0.052153,0.051118,0.069334,0.096912,0.101590,0.056464,0.066633,0.079636,0.062598,0.059571,0.058936,0.057009
0.049911,0.086277,0.054289,0.052065,0.051461,0.073703,0.092907,0.105448,0.055474,0.062427,0.080757,0.063148,0.058739,0.057695,0.055699
0.050346,0.086907,0.054625,0.051963,0.051990,0.074435,0.094330,0.108689,0.054717,0.060081,0.079375,0.063692,0.057320,0.056975,0.054553
0.050248,0.087357,0.054601,0.052172,0.051970,0.074239,0.096241,0.108565,0.054135,0.060188,0.076322,0.064012,0.056365,0.057910,0.055675
0.050512,0.087128,0.055403,0.051772,0.051596,0.073693,0.094579,0.108676,0.054205,0.059311,0.078484,0.064256,0.055200,0.058187,0.056998
0.050366,0.086683,0.055899,0.051649,0.051469,0.072505,0.094829,0.110045,0.053522,0.061071,0.080025,0.064303,0.054478,0.056728,0.056428
0.050033,0.086081,0.055516,0.051452,0.051388,0.070283,0.099006,0.109364,0.053077,0.064102,0.080212,0.064125,0.053633,0.056133,0.055595
0.049574,0.084591,0.055357,0.051006,0.051065,0.069883,0.100303,0.106600,0.052580,0.065274,0.087423,0.063354,0.053770,0.054989,0.054230
0.049432,0.084638,0.054875,0.051249,0.051012,0.069894,0.100925,0.105614,0.052218,0.065452,0.090373,0.063224,0.054032,0.053502,0.053560
0.049270,0.084104,0.054803,0.051068,0.050916,0.068843,0.102584,0.102521,0.052499,0.063170,0.091377,0.062913,0.057558,0.054129,0.054246
0.049135,0.083852,0.055027,0.051227,0.050716,0.068232,0.101191,0.103619,0.053808,0.064319,0.088154,0.062661,0.059754,0.054313,0.053992
0.049143,0.084294,0.055408,0.051098,0.050741,0.068055,0.101177,0.104738,0.053904,0.065260,0.083704,0.062777,0.059557,0.056265,0.053878
0.049442,0.085411,0.055400,0.050820,0.051087,0.070774,0.100459,0.106507,0.053597,0.065412,0.079639,0.063157,0.058312,0.056082,0.053901
0.049370,0.085630,0.055238,0.050535,0.052322,0.077467,0.100265,0.105365,0.052733,0.066384,0.076023,0.063117,0.056579,0.055591,0.053383
0.049329,0.086723,0.055191,0.050359,0.052381,0.076998,0.098697,0.105129,0.052594,0.067752,0.077460,0.063402,0.055834,0.055146,0.053004
0.049494,0.088186,0.055350,0.050347,0.052167,0.075769,0.094668,0.106903,0.052558,0.068426,0.076928,0.063985,0.055787,0.055948,0.053484
0.049625,0.088947,0.055282,0.050724,0.051719,0.075081,0.089850,0.108391,0.052836,0.066673,0.078894,0.064390,0.054818,0.057677,0.055093
0.049780,0.090146,0.055425,0.051471,0.051401,0.073971,0.086250,0.109757,0.053261,0.064601,0.077464,0.064863,0.056297,0.059632,0.055683
0.049987,0.090661,0.055569,0.052088,0.051485,0.072504,0.087144,0.111727,0.054060,0.062085,0.077215,0.065191,0.055721,0.058796,0.055768
0.049820,0.090773,0.055027,0.053713,0.051113,0.071350,0.088815,0.109189,0.053650,0.060108,0.080588,0.065113,0.055782,0.059033,0.055926
0.049508,0.089513,0.055085,0.054913,0.050971,0.072164,0.091207,0.105811,0.053135,0.058286,0.085293,0.064525,0.055544,0.058525,0.055519
0.049138,0.087502,0.054398,0.054601,0.050922,0.072480,0.096530,0.101931,0.054742,0.057807,0.088368,0.063684,0.054637,0.057587,0.055674
0.049183,0.086875,0.054050,0.054758,0.051330,0.075362,0.101644,0.102196,0.054465,0.056507,0.086190,0.063433,0.053352,0.055957,0.054700
0.049184,0.087210,0.053900,0.055858,0.051195,0.077854,0.101673,0.103478,0.053955,0.055346,0.082287,0.063536,0.054070,0.056049,0.054404
0.049308,0.089161,0.054409,0.055799,0.051125,0.076862,0.100941,0.102933,0.053976,0.055041,0.079521,0.064115,0.056291,0.056120,0.054399
0.049414,0.090643,0.054539,0.055541,0.051596,0.072919,0.100027,0.102474,0.054950,0.055464,0.076846,0.064413,0.057160,0.055406,0.058606
0.049420,0.090854,0.054735,0.056740,0.052642,0.070160,0.099183,0.102148,0.055525,0.056459,0.075730,0.064521,0.056625,0.055426,0.059832
0.049427,0.090627,0.054690,0.057275,0.052551,0.067365,0.097889,0.104890,0.055013,0.058186,0.074640,0.064559,0.056150,0.056463,0.060275
0.049594,0.090223,0.054565,0.057768,0.052037,0.066494,0.098157,0.106933,0.054074,0.060069,0.074179,0.064442,0.055584,0.056033,0.059849
0.049743,0.090876,0.054598,0.056601,0.051757,0.065084,0.098623,0.108853,0.053265,0.062778,0.074174,0.064620,0.055046,0.054888,0.059093
0.050070,0.092609,0.055044,0.055101,0.051741,0.064518,0.096555,0.112394,0.053229,0.063012,0.073753,0.065414,0.054270,0.054666,0.057626
0.050181,0.092401,0.055020,0.053768,0.051640,0.063805,0.093298,0.115325,0.053294,0.061068,0.075980,0.065358,0.055030,0.056556,0.057274
0.050046,0.091482,0.054916,0.053101,0.051338,0.067520,0.092365,0.115228,0.054348,0.059135,0.075159,0.064951,0.054923,0.058163,0.057325
0.049859,0.091482,0.055202,0.053890,0.051132,0.069698,0.094543,0.114371,0.055012,0.057255,0.074933,0.064760,0.053963,0.056727,0.057172
0.050107,0.094097,0.055475,0.053769,0.051414,0.069460,0.094068,0.115738,0.054965,0.056038,0.073966,0.065686,0.053371,0.055763,0.056082
