0.200124,0.197783,0.202283,0.202721,0.197088
0.198811,0.198271,0.202898,0.202759,0.197261
0.197742,0.198636,0.203251,0.202830,0.197542
0.197551,0.198431,0.203620,0.202506,0.197892
0.197209,0.198664,0.203262,0.202138,0.198728
0.196546,0.198531,0.203033,0.203102,0.198788
0.196294,0.198558,0.202865,0.203397,0.198886
0.195568,0.197892,0.203129,0.204807,0.198604
0.195485,0.197924,0.203133,0.204520,0.198937
0.195812,0.198176,0.203196,0.204234,0.198582
0.196066,0.198282,0.203055,0.204704,0.197893
0.197124,0.199351,0.202692,0.202814,0.198019
0.193580,0.195518,0.198624,0.218554,0.193724
0.193041,0.194929,0.199503,0.218393,0.194134
0.193514,0.195046,0.200048,0.215852,0.195540
0.194319,0.195786,0.201114,0.212396,0.196385
0.194847,0.196582,0.201878,0.209908,0.196784
0.196320,0.196730,0.201870,0.208840,0.196240
0.196408,0.197106,0.201951,0.207073,0.197462
0.196479,0.197919,0.202368,0.204976,0.198258
0.196684,0.198788,0.203668,0.202215,0.198644
0.196598,0.199061,0.204068,0.201353,0.198920
0.196396,0.199008,0.203617,0.201598,0.199381
0.196660,0.199200,0.203293,0.201296,0.199552
0.196292,0.198693,0.204425,0.201377,0.199213
0.196052,0.198296,0.205972,0.201009,0.198672
0.196011,0.198020,0.206689,0.200325,0.198955
0.196009,0.198764,0.207116,0.199776,0.198334
0.196301,0.198695,0.206678,0.200537,0.197788
0.196953,0.198859,0.205468,0.200914,0.197807
0.197507,0.198806,0.204094,0.201461,0.198132
0.197815,0.198955,0.203828,0.200958,0.198444
0.197711,0.199162,0.203975,0.200366,0.198785
0.197661,0.199322,0.204039,0.200246,0.198732
0.197380,0.199119,0.203895,0.201045,0.198561
0.197652,0.199229,0.203684,0.201007,0.198428
0.198806,0.198894,0.203079,0.201228,0.197992
0.197977,0.198305,0.203590,0.202718,0.197410
0.198118,0.197578,0.202562,0.205233,0.196510
0.197663,0.197936,0.202523,0.204975,0.196903
0.196857,0.198216,0.202694,0.204912,0.197321
0.197344,0.198042,0.204118,0.203453,0.197044
0.197011,0.197673,0.204245,0.203925,0.197146
0.196423,0.197790,0.204255,0.203851,0.197682
0.197015,0.197977,0.203824,0.202799,0.198385
0.197095,0.198551,0.203805,0.201816,0.198732
0.197134,0.199122,0.203809,0.201304,0.198631
0.197162,0.199610,0.203744,0.200979,0.198504
0.196992,0.199546,0.203177,0.201259,0.199026
0.196867,0.199523,0.203304,0.201128,0.199178
0.196577,0.199139,0.205191,0.200519,0.198573
0.196756,0.199216,0.204836,0.200803,0.198389
0.197132,0.199529,0.204082,0.200453,0.198804
0.196739,0.199019,0.203138,0.201894,0.199210
0.196539,0.198911,0.202546,0.202761,0.199242
0.195785,0.198393,0.202071,0.205338,0.198413
0.195478,0.198254,0.202253,0.206040,0.197976
0.195484,0.198278,0.201855,0.206692,0.197691
0.195766,0.198579,0.202337,0.205732,0.197586
0.196135,0.198973,0.202987,0.204307,0.197598
0.196718,0.199337,0.202924,0.203247,0.197774
0.197103,0.199754,0.202841,0.202316,0.197985
0.196817,0.199526,0.202595,0.203472,0.197590
0.196380,0.199102,0.201868,0.204796,0.197854
0.196629,0.199142,0.201386,0.205058,0.197785
0.197008,0.199091,0.201615,0.204461,0.197825
0.196673,0.198871,0.201655,0.204919,0.197883
0.195277,0.197520,0.203924,0.205809,0.197471
0.194615,0.197069,0.204767,0.206046,0.197504
0.195126,0.197809,0.204479,0.204906,0.197680
0.195112,0.197900,0.203854,0.204517,0.198618
0.194459,0.197235,0.202476,0.204218,0.201611
0.194383,0.196885,0.203527,0.203383,0.201822
0.194870,0.197140,0.203628,0.201779,0.202583
0.194870,0.197023,0.203015,0.201951,0.203141
0.194723,0.196673,0.202135,0.204333,0.202135
0.195260,0.197414,0.202425,0.204135,0.200765
0.194539,0.196875,0.206169,0.203692,0.198725
0.194830,0.197280,0.207544,0.202468,0.197878
0.193276,0.195975,0.213243,0.201593,0.195913
0.192745,0.195493,0.215646,0.200801,0.195316
0.193157,0.195994,0.214662,0.201300,0.194887
0.193834,0.196723,0.211591,0.202129,0.195723
0.194457,0.197371,0.209085,0.203067,0.196021
0.195177,0.197774,0.207576,0.202787,0.196685
0.195264,0.197886,0.207445,0.201779,0.197625
0.193348,0.196018,0.209057,0.204305,0.197271
0.193011,0.195774,0.207659,0.207209,0.196347
0.194160,0.196772,0.206578,0.206183,0.196307
0.194764,0.197363,0.206648,0.204913,0.196312
0.195546,0.197790,0.206287,0.203982,0.196395
0.195740,0.198156,0.205326,0.203641,0.197138
0.195878,0.198455,0.204579,0.203563,0.197525
0.195930,0.199040,0.204588,0.202588,0.197854
0.194996,0.198377,0.206877,0.202316,0.197434
0.194171,0.197638,0.206993,0.204027,0.197171
0.193635,0.197512,0.205922,0.204960,0.197971
0.193658,0.197351,0.204399,0.206076,0.198516
0.193978,0.197621,0.203649,0.205822,0.198929
0.194508,0.198177,0.204063,0.204344,0.198907
0.194767,0.198336,0.204232,0.204118,0.198547
0.195350,0.198851,0.203879,0.202540,0.199381
0.195538,0.199023,0.203700,0.202647,0.199093
0.195787,0.199226,0.203968,0.202141,0.198879
0.195533,0.198932,0.204684,0.201850,0.199000
0.195913,0.199129,0.204999,0.201341,0.198618
0.196048,0.199331,0.205476,0.201191,0.197954
0.193700,0.196964,0.205441,0.207755,0.196140
0.193610,0.196742,0.206724,0.207025,0.195899
0.194019,0.197162,0.207256,0.204731,0.196833
0.193922,0.197287,0.207821,0.203977,0.196993
0.194243,0.197785,0.207361,0.203581,0.197030
0.195039,0.198585,0.206442,0.202565,0.197369
0.195508,0.198672,0.205320,0.203574,0.196926
0.195594,0.198639,0.205693,0.203005,0.197068
0.195640,0.198286,0.207320,0.201685,0.197068
0.195562,0.198530,0.208530,0.200247,0.197132
0.195297,0.198715,0.208385,0.199613,0.197990
0.195264,0.198935,0.207597,0.200338,0.197866
0.195607,0.199185,0.206292,0.201267,0.197649
0.195596,0.199117,0.206736,0.201198,0.197353
0.194623,0.198326,0.207121,0.201450,0.198480
0.194040,0.197923,0.206754,0.201370,0.199914
0.192917,0.196700,0.206456,0.206297,0.197629
0.193031,0.196798,0.206489,0.207167,0.196515
0.193130,0.196865,0.205802,0.208022,0.196182
0.192483,0.196251,0.204893,0.208111,0.198262
0.192072,0.195900,0.204413,0.208343,0.199272
0.191171,0.195019,0.208398,0.208011,0.197401
0.191439,0.195280,0.209196,0.207882,0.196203
0.192032,0.195754,0.208148,0.205224,0.198842
0.193091,0.196680,0.206813,0.203405,0.200010
0.194170,0.197730,0.205733,0.202712,0.199655
0.193363,0.197027,0.204333,0.208350,0.196927
0.193190,0.196914,0.205011,0.208993,0.195892
0.193637,0.196656,0.205775,0.209082,0.194851
0.194640,0.197594,0.205897,0.206798,0.195070
0.198018,0.198197,0.204973,0.203213,0.195600
0.198064,0.198645,0.205072,0.201551,0.196666
0.197211,0.198914,0.205750,0.201138,0.196987
0.196367,0.199075,0.205693,0.201086,0.197779
0.195639,0.198845,0.205325,0.202167,0.198024
0.195184,0.198555,0.205216,0.202732,0.198312
0.194768,0.198132,0.206405,0.202344,0.198351
0.194527,0.197782,0.206997,0.202856,0.197838
0.192693,0.195819,0.206285,0.205850,0.199353
0.190595,0.193744,0.205119,0.206164,0.204378
0.191467,0.194608,0.205369,0.204682,0.203874
0.193513,0.196636,0.204963,0.202975,0.201913
0.194896,0.197952,0.205125,0.201531,0.200496
0.195159,0.198127,0.205064,0.202503,0.199147
0.195062,0.198058,0.205526,0.203285,0.198069
0.195538,0.198174,0.205876,0.203401,0.197011
0.196131,0.198501,0.205853,0.202918,0.196598
0.196596,0.198915,0.205777,0.201524,0.197189
0.196592,0.198810,0.205564,0.200314,0.198721
0.195375,0.197640,0.206319,0.202027,0.198639
0.195112,0.197399,0.206570,0.202532,0.198387
0.195356,0.197613,0.206313,0.202588,0.198130
0.195666,0.197793,0.206073,0.202585,0.197883
0.195414,0.197041,0.204756,0.205379,0.197411
0.194868,0.196528,0.204190,0.206851,0.197563
0.193904,0.195840,0.203562,0.209500,0.197194
0.194654,0.196867,0.203416,0.207521,0.197541
0.195497,0.197907,0.203960,0.204758,0.197878
0.196561,0.198375,0.204626,0.201994,0.198444
0.197320,0.199012,0.204729,0.200397,0.198541
0.197284,0.199214,0.204728,0.200094,0.198680
0.196439,0.198547,0.204048,0.202906,0.198061
0.198313,0.197684,0.203553,0.202702,0.197749
0.197527,0.197058,0.203340,0.203010,0.199064
0.194852,0.195440,0.202987,0.205440,0.201281
0.193816,0.194666,0.204245,0.205473,0.201800
0.193688,0.195157,0.206173,0.205017,0.199965
0.194877,0.196654,0.206463,0.203437,0.198569
0.194701,0.196808,0.207730,0.203548,0.197213
0.194844,0.196982,0.208234,0.203037,0.196903
0.195816,0.197603,0.207666,0.201652,0.197263
0.196629,0.198429,0.206957,0.200456,0.197528
0.196834,0.198743,0.206187,0.199293,0.198943
0.196852,0.198656,0.205866,0.199766,0.198860
0.196695,0.198364,0.206687,0.199814,0.198440
0.196499,0.198083,0.206136,0.201450,0.197832
0.196270,0.197870,0.205224,0.203305,0.197332
0.196954,0.197300,0.204516,0.203278,0.197953
0.197171,0.197620,0.204166,0.202699,0.198344
0.196876,0.197799,0.203890,0.202991,0.198444
0.196816,0.198109,0.203623,0.202779,0.198673
0.196697,0.198221,0.203744,0.202232,0.199106
0.196328,0.197990,0.204015,0.202769,0.198898
0.196077,0.197626,0.204388,0.202582,0.199326
0.194834,0.196119,0.204677,0.204393,0.199976
0.194665,0.195992,0.204637,0.205681,0.199025
0.195106,0.196388,0.205386,0.204885,0.198234
0.196222,0.196943,0.206231,0.203061,0.197544
0.196169,0.197125,0.206291,0.203680,0.196734
0.196350,0.197219,0.206725,0.203247,0.196459
0.196242,0.197178,0.207654,0.201785,0.197142
0.195809,0.196974,0.206857,0.203484,0.196877
0.196108,0.197369,0.206981,0.202591,0.196950
0.196044,0.197527,0.206918,0.201901,0.197610
0.196226,0.197844,0.206338,0.201012,0.198580
0.196778,0.198254,0.206060,0.200077,0.198832
0.196884,0.198407,0.206677,0.198982,0.199050
0.195930,0.197557,0.206435,0.201155,0.198923
0.194809,0.196734,0.207775,0.202224,0.198458
0.195114,0.196900,0.207889,0.201768,0.198329
0.195989,0.197570,0.206681,0.201136,0.198623
0.196217,0.197570,0.205195,0.201509,0.199510
0.196450,0.197713,0.204425,0.201029,0.200382
0.196355,0.197747,0.204662,0.200572,0.200663
0.195906,0.197340,0.205085,0.200222,0.201448
0.196116,0.197627,0.205146,0.200048,0.201063
0.197262,0.197535,0.205212,0.199803,0.200187
0.197507,0.197870,0.204736,0.200037,0.199851
0.196454,0.197309,0.204052,0.201498,0.200686
0.196117,0.197362,0.203850,0.202524,0.200147
0.197150,0.197604,0.204322,0.201650,0.199274
0.197604,0.198178,0.204444,0.200766,0.199007
0.197317,0.198241,0.204830,0.200896,0.198715
0.196632,0.197751,0.204398,0.202680,0.198538
0.196353,0.197630,0.204482,0.203230,0.198305
0.195587,0.196955,0.204118,0.205268,0.198074
0.195325,0.196798,0.203760,0.206438,0.197679
0.195401,0.196919,0.203885,0.206320,0.197474
0.195987,0.197494,0.204497,0.204450,0.197573
0.196113,0.197584,0.205461,0.202819,0.198024
0.196130,0.197577,0.207029,0.200682,0.198582
0.196206,0.197661,0.207539,0.200185,0.198408
0.196460,0.197973,0.206793,0.200325,0.198448
0.196469,0.197762,0.206279,0.200094,0.199396
0.196644,0.197833,0.205454,0.200385,0.199683
0.196880,0.198113,0.204454,0.201016,0.199538
0.196616,0.197922,0.204686,0.201667,0.199108
0.196162,0.197398,0.205223,0.202369,0.198847
0.195032,0.196297,0.204713,0.204819,0.199139
0.195388,0.196749,0.204298,0.204552,0.199013
0.195675,0.197119,0.205288,0.202995,0.198923
0.198204,0.196442,0.204624,0.201921,0.198809
0.198293,0.196787,0.204340,0.202351,0.198230
0.197779,0.197410,0.204908,0.201866,0.198037
0.197342,0.198019,0.205421,0.200941,0.198278
0.196681,0.198215,0.207100,0.199797,0.198207
0.196209,0.198250,0.207175,0.200360,0.198005
0.195100,0.197320,0.208159,0.201290,0.198131
0.194783,0.197028,0.208219,0.201746,0.198222
0.194194,0.196333,0.207221,0.205208,0.197044
0.193276,0.195202,0.205801,0.210314,0.195408
0.193115,0.194543,0.204943,0.213132,0.194266
0.193779,0.195263,0.204300,0.211922,0.194736
0.194731,0.196482,0.203578,0.209531,0.195679
0.195727,0.197650,0.204062,0.205598,0.196963
0.194259,0.196330,0.206851,0.206027,0.196533
0.193911,0.195965,0.208900,0.204909,0.196315
0.194365,0.196462,0.207710,0.204284,0.197179
0.194521,0.196508,0.208486,0.203285,0.197200
0.194958,0.196669,0.209290,0.201360,0.197723
0.195695,0.197266,0.208262,0.200768,0.198009
0.196364,0.197888,0.207027,0.200503,0.198217
0.196921,0.197963,0.207820,0.199415,0.197880
0.196426,0.197451,0.208387,0.199294,0.198442
0.195854,0.196986,0.207615,0.200913,0.198632
0.194922,0.196218,0.208684,0.201139,0.199038
0.194208,0.195577,0.207858,0.202796,0.199562
0.194514,0.195959,0.206425,0.203591,0.199511
0.194441,0.195835,0.205511,0.204229,0.199985
0.193950,0.195352,0.205153,0.205928,0.199617
0.192187,0.193534,0.203879,0.210966,0.199434
0.192098,0.193351,0.204088,0.211695,0.198769
0.192616,0.193881,0.204763,0.210743,0.197998
0.193559,0.194781,0.204982,0.209114,0.197564
0.193545,0.194736,0.204423,0.208338,0.198958
0.194420,0.195710,0.204320,0.206237,0.199312
0.195139,0.196543,0.205091,0.204702,0.198524
0.196119,0.197540,0.205426,0.202257,0.198658
0.196244,0.197382,0.204614,0.200242,0.201518
0.195842,0.196989,0.203841,0.200268,0.203060
0.195435,0.195509,0.204087,0.203277,0.201692
0.195059,0.195265,0.205050,0.204070,0.200557
0.195683,0.195863,0.205184,0.203642,0.199628
0.196190,0.196789,0.205117,0.202939,0.198965
0.197034,0.197288,0.205108,0.202043,0.198527
0.197245,0.197713,0.204920,0.201954,0.198168
0.197238,0.198077,0.204890,0.201466,0.198329
0.196365,0.197431,0.204747,0.203275,0.198182
0.195264,0.196534,0.205457,0.204573,0.198172
0.195040,0.196239,0.205749,0.204537,0.198435
0.194588,0.195860,0.207594,0.203941,0.198016
0.194718,0.196080,0.208180,0.202948,0.198074
0.195260,0.196697,0.207048,0.202520,0.198474
0.195708,0.196538,0.204871,0.202940,0.199942
0.195242,0.196094,0.204303,0.204455,0.199905
0.195222,0.196259,0.204338,0.204574,0.199607
0.195571,0.196786,0.204120,0.204157,0.199366
0.196099,0.197213,0.204205,0.202565,0.199918
0.196167,0.197324,0.204622,0.201210,0.200677
0.195129,0.196348,0.204250,0.200985,0.203289
0.194773,0.195969,0.205145,0.200855,0.203258
0.195289,0.196438,0.205370,0.200631,0.202273
0.195428,0.196590,0.206063,0.199743,0.202176
0.195316,0.196800,0.206978,0.200124,0.200782
0.194877,0.196391,0.207525,0.202191,0.199017
0.195209,0.196496,0.207229,0.202693,0.198373
0.195004,0.196168,0.207218,0.203419,0.198192
0.195290,0.196431,0.206479,0.203481,0.198319
0.194216,0.195410,0.205859,0.205954,0.198562
0.193790,0.194991,0.204648,0.206810,0.199761
0.194522,0.195367,0.203956,0.206312,0.199843
0.195096,0.195725,0.203828,0.206333,0.199018
0.195322,0.195721,0.202581,0.207501,0.198875
0.195163,0.195522,0.202746,0.207282,0.199286
0.195216,0.195845,0.203521,0.206013,0.199404
0.195612,0.196522,0.203794,0.204423,0.199648
0.195539,0.196619,0.203484,0.203965,0.200394
0.195135,0.196325,0.205487,0.202476,0.200577
0.195144,0.196340,0.206071,0.202719,0.199727
0.195147,0.196277,0.205488,0.203361,0.199726
0.194885,0.195650,0.205389,0.205156,0.198921
0.195243,0.195919,0.205174,0.204968,0.198695
0.195186,0.195908,0.204092,0.206798,0.198016
0.195802,0.196598,0.203455,0.205382,0.198762
0.196487,0.196979,0.203576,0.203648,0.199310
0.196554,0.196835,0.203827,0.203547,0.199237
0.196845,0.197072,0.203743,0.203112,0.199228
0.196699,0.197271,0.203821,0.203379,0.198831
0.196299,0.197240,0.204720,0.203601,0.198140
0.194967,0.196176,0.205093,0.206877,0.196888
0.193966,0.195378,0.204077,0.210586,0.195993
0.193806,0.195281,0.204033,0.210752,0.196128
0.194364,0.195849,0.203523,0.209369,0.196895
0.194918,0.196351,0.205404,0.205773,0.197553
0.193463,0.195829,0.206441,0.206130,0.198136
0.191454,0.193718,0.206239,0.206723,0.201867
0.192193,0.193963,0.205623,0.206021,0.202200
0.194003,0.195559,0.204531,0.204901,0.201006
0.195899,0.196072,0.203828,0.204652,0.199549
