2010-01-04,0.16015905,0.035007652,0.011671432,0.05224302,0.014018236,0.25029662,0.2488981,0.03239789,0.088190235,0.10711778
2010-01-05,0.15328483,0.037483662,0.011977425,0.057361692,0.014001836,0.22836754,0.25953037,0.03203447,0.08672783,0.119230404
2010-01-06,0.14745118,0.039421793,0.012256397,0.061662942,0.014009988,0.21229245,0.26537734,0.031791005,0.08554702,0.13018994
2010-01-07,0.14183928,0.041001376,0.012500854,0.06517898,0.0140331965,0.19968599,0.26873887,0.031729214,0.084792286,0.14049998
2010-01-08,0.13832816,0.041970145,0.012672003,0.067297645,0.01405813,0.19224693,0.27044123,0.031695988,0.084170125,0.14711966
2010-01-11,0.13723147,0.04224645,0.012746891,0.06797203,0.014066865,0.1899823,0.2710283,0.031681474,0.08384376,0.14920051
2010-01-12,0.13300411,0.043221224,0.012865849,0.07002055,0.014100371,0.18265638,0.2718561,0.03177535,0.08349413,0.15700601
2010-01-13,0.13170674,0.0433983,0.012870668,0.07037581,0.014099662,0.18113293,0.27186885,0.031855907,0.083528236,0.15916292
2010-01-14,0.12749366,0.044229735,0.012937306,0.072139196,0.014136554,0.17481947,0.27192253,0.03203399,0.08348173,0.1668059
2010-01-15,0.12626138,0.044259943,0.012879692,0.072129376,0.014120996,0.17432624,0.27143747,0.032203645,0.08383509,0.16854618
2010-01-18,0.12634273,0.043914683,0.012747662,0.071288034,0.014077176,0.17655168,0.2706424,0.032385025,0.08449442,0.16755621
2010-01-19,0.12191309,0.044738278,0.012783206,0.072835445,0.014128124,0.17056432,0.27005324,0.032691464,0.08465582,0.17563705
2010-01-20,0.11833678,0.04539424,0.01279459,0.07386257,0.014173976,0.16618532,0.26898164,0.033022083,0.08496735,0.18228145
2010-01-21,0.11680816,0.045499142,0.012728243,0.073831856,0.014178523,0.16542348,0.26784503,0.033318296,0.08556313,0.18480419
2010-01-22,0.11702039,0.04516298,0.012597901,0.072977,0.014146758,0.167612,0.2667629,0.033558007,0.08639045,0.18377173
2010-01-25,0.120375454,0.043983996,0.012334715,0.07039116,0.014052308,0.17591166,0.26538306,0.0337259,0.087721206,0.17612055
2010-01-27,0.1231995,0.042958356,0.012114013,0.06803239,0.013975762,0.18397076,0.26339054,0.03392456,0.08893467,0.16949949
2010-01-28,0.13447653,0.039670613,0.011626947,0.06112221,0.013829134,0.21058048,0.2578669,0.033892103,0.0909633,0.14597179
2010-01-29,0.13969538,0.038037073,0.011410903,0.05766825,0.013817626,0.22407271,0.2534845,0.034022216,0.092078336,0.135713
2010-02-01,0.1482619,0.035502836,0.01115987,0.05273368,0.013841486,0.24585667,0.24542585,0.03403858,0.0928888,0.12029029
2010-02-02,0.15421486,0.033775855,0.011009266,0.049440727,0.013898818,0.26153603,0.23815523,0.034057483,0.09351628,0.110395394
2010-02-03,0.16269672,0.03138336,0.010833887,0.045260582,0.013993412,0.28353575,0.22585592,0.03404867,0.09431795,0.098073736
2010-02-04,0.16137263,0.031669628,0.010821303,0.045694858,0.013981682,0.2809497,0.22710712,0.03411192,0.094479606,0.09981156
2010-02-05,0.16334334,0.031079674,0.010763325,0.044632584,0.014009187,0.2867158,0.22361921,0.034130573,0.09478127,0.09692517
2010-02-08,0.16811952,0.029739553,0.010665398,0.042344157,0.014087239,0.30021825,0.21542658,0.034091342,0.095143475,0.090164475
2010-02-09,0.17018993,0.02912251,0.010618763,0.041264344,0.014128004,0.3068095,0.21135731,0.03408089,0.09532174,0.08710703
2010-02-10,0.17083971,0.028968034,0.010609574,0.040984813,0.014142691,0.30853945,0.21029031,0.034055986,0.09535267,0.08621685
2010-02-11,0.17222893,0.028816592,0.010645851,0.040731065,0.014173945,0.31025878,0.20943734,0.03391359,0.09510408,0.08468985
2010-02-15,0.17229503,0.029273119,0.010760455,0.041557223,0.014175025,0.30540296,0.21276896,0.033688653,0.09446394,0.08561463
2010-02-16,0.17037447,0.030369394,0.0109334355,0.043491285,0.014137599,0.29419026,0.22020754,0.03341869,0.09346773,0.08940963
2010-02-17,0.1690862,0.031310294,0.011125924,0.045144163,0.014122799,0.2851039,0.2265621,0.033120688,0.092215344,0.09220862
2010-02-18,0.16961761,0.031680595,0.011289801,0.045850284,0.01414407,0.28145418,0.22960992,0.032858744,0.09105232,0.0924425
2010-02-19,0.16430312,0.033518746,0.011499458,0.049296178,0.014065118,0.26374462,0.24083655,0.032628834,0.0895045,0.100602925
2010-02-22,0.16649075,0.033145726,0.011580574,0.04872146,0.014102339,0.26684535,0.2396521,0.0325079,0.08889733,0.098056555
2010-02-23,0.16314362,0.034092028,0.0116850855,0.050615855,0.014047694,0.25764748,0.24537712,0.032456826,0.08814869,0.10278568
2010-02-24,0.15682913,0.03579941,0.011807005,0.054016177,0.013979731,0.24219146,0.253496,0.032398462,0.08744792,0.11203477
2010-02-25,0.15122895,0.037317257,0.011920325,0.05718333,0.013929329,0.22868825,0.25911394,0.03237001,0.087099895,0.12114879
2010-02-26,0.14898145,0.0379788,0.011983937,0.058636643,0.013919088,0.22298884,0.26125243,0.032313373,0.08680932,0.12513617
2010-03-02,0.14407617,0.039246377,0.012086777,0.06141609,0.013907985,0.21224523,0.26436874,0.032297835,0.086545214,0.13380969
2010-03-03,0.1396406,0.040349692,0.012184936,0.063761555,0.013913714,0.20340125,0.26626408,0.03233457,0.08641336,0.1417363
2010-03-04,0.13693634,0.040988818,0.01224089,0.06509875,0.013921442,0.19839513,0.267021,0.03239518,0.08637076,0.14663163
2010-03-05,0.13438329,0.041587457,0.012290293,0.06629796,0.013937262,0.19382648,0.2675603,0.032479476,0.08635297,0.15128452
2010-03-08,0.12888688,0.042946346,0.012423154,0.06893237,0.014001219,0.18389529,0.2683577,0.03266262,0.08615324,0.16174118
2010-03-09,0.1275908,0.043134216,0.012414712,0.0692692,0.0140071185,0.18240589,0.26808655,0.032783266,0.086352386,0.16395588
2010-03-10,0.1246962,0.043681443,0.012460384,0.07036464,0.0140425395,0.17819652,0.26796916,0.03296716,0.08637842,0.16924354
2010-03-11,0.12235543,0.04410753,0.01248379,0.07111816,0.014070903,0.17509791,0.26748845,0.033171646,0.08650322,0.17360294
2010-03-12,0.1261567,0.042912602,0.01225723,0.068529785,0.013979814,0.18383095,0.2661229,0.03324458,0.08751798,0.16544755
2010-03-15,0.13883804,0.03934137,0.011799265,0.061083674,0.013827585,0.21215731,0.26085317,0.03315376,0.08897102,0.13997482
2010-03-16,0.1452856,0.0375611,0.011606794,0.057297193,0.01382886,0.22728539,0.25631052,0.033198744,0.08959122,0.12803447
2010-03-17,0.14269973,0.03817871,0.011639359,0.05851166,0.013823504,0.22213323,0.25760967,0.033263907,0.08968334,0.13245691
2010-03-18,0.14749625,0.036885876,0.011509831,0.055812214,0.013843987,0.23341827,0.25371224,0.03327818,0.090056784,0.12398646
2010-03-19,0.14570415,0.03728064,0.0115211485,0.056565344,0.013836462,0.2300421,0.25456312,0.033349514,0.090234876,0.12690271
2010-03-22,0.1443623,0.037570547,0.011526168,0.057102066,0.01383257,0.22764325,0.25503513,0.033412658,0.09040476,0.12911056
2010-03-23,0.14212878,0.038184896,0.011573562,0.058297426,0.013833324,0.22262026,0.25649297,0.03343238,0.090369925,0.13306649
2010-03-25,0.14167045,0.03837357,0.011591396,0.05863669,0.013841449,0.22123365,0.2569283,0.033410903,0.09032579,0.13398777
2010-03-26,0.14761917,0.036852926,0.011468899,0.055555582,0.013864237,0.2342596,0.25287163,0.033325378,0.0905024,0.123680174
2010-03-29,0.15389167,0.03517093,0.011377696,0.05235765,0.013904315,0.24879898,0.24722601,0.03326316,0.09057154,0.113437936
2010-03-30,0.15323283,0.03536653,0.011398238,0.052739188,0.013897937,0.24702066,0.248107,0.033251543,0.09045891,0.11452716
2010-03-31,0.1540533,0.035231367,0.011411211,0.05251273,0.013905981,0.24817938,0.24781953,0.03319562,0.09028754,0.113403425
2010-04-01,0.15265837,0.03572766,0.011462628,0.05346917,0.013898456,0.24379131,0.24998,0.03313339,0.09000641,0.1158726
