0.070302,0.062074,0.061995,0.079317,0.063474,0.061562,0.064951,0.064059,0.063061,0.066078,0.071627,0.069821,0.066023,0.064736,0.070918
0.070543,0.061606,0.061449,0.079857,0.063027,0.061084,0.064311,0.063774,0.062548,0.066397,0.070598,0.069927,0.066500,0.064440,0.073940
0.072080,0.061349,0.061060,0.081862,0.063048,0.060755,0.063833,0.063448,0.062250,0.066330,0.070475,0.069139,0.065736,0.063932,0.074703
0.074331,0.061400,0.061018,0.080713,0.063174,0.060763,0.063668,0.063367,0.062233,0.066651,0.070100,0.068614,0.065604,0.064185,0.074178
0.074395,0.061791,0.061353,0.079537,0.063532,0.061117,0.064208,0.063573,0.062585,0.066605,0.069702,0.067864,0.066019,0.064260,0.073458
0.074176,0.061842,0.061396,0.081366,0.063586,0.061197,0.064550,0.063608,0.062627,0.066073,0.068583,0.067434,0.065968,0.063904,0.073690
0.074033,0.062066,0.061720,0.079691,0.063558,0.061465,0.064823,0.064154,0.062946,0.065696,0.068107,0.067161,0.065501,0.063902,0.075176
0.074216,0.061165,0.061196,0.081406,0.062850,0.060888,0.063912,0.065045,0.062012,0.066021,0.067284,0.066463,0.064418,0.065809,0.077315
0.075096,0.060881,0.061009,0.080535,0.063185,0.060634,0.064119,0.064627,0.061863,0.065843,0.067042,0.066064,0.064009,0.068828,0.076264
0.087353,0.060591,0.060646,0.077504,0.062894,0.060297,0.063665,0.063881,0.061579,0.064826,0.066088,0.065086,0.063628,0.068159,0.073805
0.085939,0.061081,0.061011,0.077202,0.063552,0.060865,0.064033,0.063668,0.062083,0.064991,0.065761,0.065023,0.064390,0.067361,0.073042
0.083343,0.062271,0.061955,0.075083,0.064091,0.061861,0.064965,0.064025,0.063291,0.065063,0.065600,0.065132,0.064689,0.066861,0.071770
0.086023,0.062191,0.061848,0.074926,0.063917,0.061848,0.064806,0.064171,0.063057,0.064879,0.065015,0.065047,0.065151,0.065604,0.071518
0.083753,0.062045,0.061666,0.076637,0.064185,0.061901,0.064448,0.064015,0.062707,0.065103,0.065288,0.065343,0.065904,0.064705,0.072301
0.077854,0.062222,0.061771,0.080004,0.064327,0.062096,0.064497,0.064183,0.062766,0.065252,0.066243,0.065780,0.066128,0.064673,0.072206
0.073174,0.062649,0.062137,0.080612,0.064554,0.062440,0.064819,0.064219,0.063196,0.065749,0.066948,0.066044,0.066852,0.064675,0.071934
0.070469,0.062651,0.062144,0.079536,0.065126,0.062375,0.064872,0.064425,0.063209,0.067625,0.067862,0.066561,0.067035,0.064554,0.071557
0.069830,0.062605,0.062112,0.078921,0.064890,0.062323,0.065020,0.064450,0.063234,0.067758,0.068233,0.067563,0.067729,0.064544,0.070789
